gid,monitoring_started,monitoring_ended,longitude,latitude,district,name,ms_id,svp (manual),svp (auto),validity,area
448,2021-02-22,2021-10-25,11.9072736929356,44.3023801553365,RA,RA01,9.0,2.0,0.380807311500381,noisy,FC-RA-RN
164,2020-04-19,2020-10-19,11.0721866,44.6056604,MO,MO21,6.0,7.0,1.9040365575019,valid,MO-RE
491,2021-02-22,2021-10-25,11.89692,44.254613,RA,RA44,9.0,1.0,1.58669713125159,valid,FC-RA-RN
326,2021-02-22,2021-10-25,11.8292023,44.84521,FE,FE29,9.0,5.0,8.17466362020818,invalid,BO-FE
78,2020-04-19,2020-10-19,12.0028422,44.9689722,FE,FE15,6.0,5.0,2.82341420955282,valid,BO-FE
306,2021-02-22,2021-10-25,11.5190763,44.8444582,FE,FE09,9.0,5.0,1.58669713125159,invalid,BO-FE
150,2020-04-19,2020-10-19,10.9790928,44.5804986,MO,MO07,6.0,30.0,4.97225546730497,valid,MO-RE
490,2021-02-22,2021-10-25,11.897228,44.254976,RA,RA43,9.0,1.0,3.31302361005331,valid,FC-RA-RN
492,2021-02-22,2021-10-25,11.9777675,44.368545,RA,RA45,9.0,15.0,19.7638994668698,valid,FC-RA-RN
416,2021-02-22,2021-10-25,10.815642,44.575414,MO,MO19,9.0,4.0,0.977405432850977,valid,MO-RE
331,2021-02-22,2021-10-25,11.6874526,44.7461447,FE,FE34,9.0,6.0,0.342726580350343,valid,BO-FE
427,2021-02-22,2021-10-25,10.7141053164277,44.624272516763,RE,MO30,9.0,11.0,10.3960396039604,valid,MO-RE
158,2020-04-19,2020-10-19,10.9636712,44.682249,MO,MO15,6.0,32.0,14.7209226417147,valid,MO-RE
172,2020-04-19,2020-10-19,10.7050737,44.6134389,RE,MO29,6.0,11.0,22.1901860515722,valid,MO-RE
113,2020-04-19,2020-10-19,12.0263391,44.404618,RA,FC10,6.0,40.0,21.3469698618214,valid,FC-RA-RN
24,2020-04-19,2020-10-19,11.5442306,44.6481024,BO,BO01,6.0,,10.1403546948101,valid,BO-FE
184,2020-04-19,2020-10-19,11.54265,44.18085,RA,RA01,6.0,,42.5960178435426,valid,OTHER
411,2021-02-22,2021-10-25,10.9566924,44.720497,MO,MO14,9.0,5.0,1.37090632140137,valid,MO-RE
260,2021-02-22,2021-10-25,11.4472226,44.6445253,BO,BO13,9.0,16.0,4.26504188880426,valid,BO-FE
403,2021-02-22,2021-10-25,11.3307687,44.8403288,MO,MO06,9.0,2.0,0.495049504950495,valid,BO-FE
170,2020-04-19,2020-10-19,10.7911711,44.7802725,RE,MO27,6.0,,3.41094549015341,valid,MO-RE
68,2020-04-19,2020-10-19,11.6734147,44.910694,FE,FE05,6.0,16.0,11.0760526602111,valid,BO-FE
652,2021-02-22,2021-10-25,9.505522,45.01784,PC,PC03,9.0,15.0,0.0,valid,OTHER
88,2020-04-19,2020-10-19,11.8167891,44.7996655,FE,FE25,6.0,0.0,0.141442715700141,valid,BO-FE
223,2020-04-19,2020-10-19,11.9256908,44.376757,RA,RA40,6.0,,20.3405505385703,valid,FC-RA-RN
38,2020-04-19,2020-10-19,11.3658357,44.6639291,BO,BO15,6.0,1.0,0.544010445000544,valid,BO-FE
128,2020-04-19,2020-10-19,12.0315603,44.2682599,FC,FC25,6.0,8.0,1.90947666195191,valid,FC-RA-RN
456,2021-02-22,2021-10-25,11.8823729,44.4234434,RA,RA09,9.0,7.0,1.77710078700178,valid,FC-RA-RN
300,2021-02-22,2021-10-25,11.4915326,44.8799734,FE,FE03,9.0,1.0,0.46966235085047,valid,BO-FE
217,2020-04-19,2020-10-19,12.0213887,44.4009673,RA,RA34,6.0,,14.2802741812643,valid,FC-RA-RN
212,2020-04-19,2020-10-19,12.1729675,44.3515763,RA,RA29,6.0,,1.64835164835165,valid,FC-RA-RN
353,2021-02-22,2021-10-25,12.05532,44.253207,FC,FC06,9.0,7.0,0.7996953541508,valid,FC-RA-RN
328,2021-02-22,2021-10-25,11.7148862,44.7209097,FE,FE31,9.0,5.0,1.23127697385123,valid,BO-FE
256,2021-02-22,2021-10-25,11.648693,44.37309,BO,BO09,9.0,10.0,4.03655750190404,valid,FC-RA-RN
216,2020-04-19,2020-10-19,11.9203651,44.4467455,RA,RA33,6.0,,5.4999455989555,valid,FC-RA-RN
263,2021-02-22,2021-10-25,11.606579,44.365807,BO,BO16,9.0,40.0,1.15511551155116,valid,FC-RA-RN
202,2020-04-19,2020-10-19,12.0080215,44.4321667,RA,RA19,6.0,,0.152322924600152,invalid,FC-RA-RN
266,2021-02-22,2021-10-25,11.747944,44.432667,BO,BO19,9.0,2.0,0.418888042650419,valid,FC-RA-RN
144,2020-04-19,2020-10-19,11.055335,44.658671,MO,MO01,6.0,25.0,12.7135240996627,valid,MO-RE
453,2021-02-22,2021-10-25,11.8674307,44.5376775,RA,RA06,9.0,5.0,0.253871541000254,valid,FC-RA-RN
866,2022-03-21,2022-10-24,12.2946508,44.1148957,FC,FC05,12.0,20.0,,valid,FC-RA-RN
887,2022-03-21,2022-10-24,11.031469,44.268176,BO,FC26,12.0,8.0,,valid,OTHER
756,2022-03-21,2022-10-24,11.32560833,44.76657222,FE,FE41,12.0,9.0,,valid,BO-FE
807,2022-03-21,2022-10-24,11.115072,44.755466,MO,MO03,12.0,5.0,,valid,MO-RE
700,2022-03-21,2022-10-24,11.9666668,44.386703,RA,RA59,12.0,5.0,,valid,FC-RA-RN
836,2022-03-21,2022-10-24,10.7614516,44.7694733,RE,MO32,12.0,20.0,,valid,MO-RE
785,2022-03-21,2022-10-24,11.668696,44.358661,BO,BO17,12.0,30.0,,valid,FC-RA-RN
786,2022-03-21,2022-10-24,11.730519,44.362771,BO,BO18,12.0,6.0,,valid,FC-RA-RN
825,2022-03-21,2022-10-24,11.073222,44.606759,MO,MO21,12.0,7.0,,valid,MO-RE
706,2022-03-21,2022-10-24,11.931591,44.243024,RA,RA52,12.0,2.0,,valid,FC-RA-RN
838,2022-03-21,2022-10-24,10.7953679,44.8596503,RE,MO34,12.0,2.0,,valid,MO-RE
805,2022-03-21,2022-10-24,11.05533,44.658673,MO,MO01,12.0,25.0,,valid,MO-RE
815,2022-03-21,2022-10-24,10.997329,44.869332,MO,MO11,12.0,15.0,,valid,MO-RE
774,2022-03-21,2022-10-24,11.618671,44.616558,BO,BO06,12.0,5.0,,valid,BO-FE
833,2022-03-21,2022-10-24,10.704675,44.61305,RE,MO29,12.0,11.0,,valid,MO-RE
839,2022-03-21,2022-10-24,10.870787,44.882606,RE,MO35,12.0,16.0,,valid,MO-RE
834,2022-03-21,2022-10-24,10.713018,44.6253754,RE,MO30,12.0,11.0,,valid,MO-RE
812,2022-03-21,2022-10-24,11.158119,44.860548,MO,MO08,12.0,4.0,,valid,MO-RE
779,2022-03-21,2022-10-24,11.604255,44.629948,BO,BO11,12.0,5.0,,valid,BO-FE
817,2022-03-21,2022-10-24,10.960622,44.836716,MO,MO13,12.0,11.0,,valid,MO-RE
686,2022-03-21,2022-10-24,11.851967,44.324096,RA,RA32,12.0,5.0,,valid,FC-RA-RN
684,2022-03-21,2022-10-24,11.807204,44.33805,RA,RA30,12.0,4.0,,valid,FC-RA-RN
655,2022-03-21,2022-10-24,11.9072888201479,44.3023487289723,RA,RA01,12.0,30.0,,valid,FC-RA-RN
672,2022-03-21,2022-10-24,12.0161779,44.3959103,RA,RA18,12.0,5.0,,noisy,FC-RA-RN
777,2022-03-21,2022-10-24,11.6486319,44.372968,BO,BO09,12.0,10.0,,valid,FC-RA-RN
823,2022-03-21,2022-10-24,10.815558,44.575431,MO,MO19,12.0,4.0,,valid,MO-RE
705,2022-03-21,2022-10-24,11.944468,44.240721,RA,RA51,12.0,2.0,,valid,FC-RA-RN
841,2022-03-21,2022-10-24,10.857336,44.682206,MO,MO37,12.0,16.0,,valid,MO-RE
696,2022-03-21,2022-10-24,11.821125,44.538236,RA,RA60,12.0,8.0,,valid,FC-RA-RN
689,2022-03-21,2022-10-24,11.999096,44.39211,RA,RA35,12.0,1.0,,valid,FC-RA-RN
819,2022-03-21,2022-10-24,10.9635313,44.6823161,MO,MO15,12.0,32.0,,valid,MO-RE
651,2021-02-22,2021-10-25,9.7297417,45.0346193,PC,PC02,9.0,10.0,,valid,OTHER
741,2022-03-21,2022-10-24,11.649626,44.7844171,FE,FE26,12.0,10.0,,valid,BO-FE
813,2022-03-21,2022-10-24,11.10949,44.871943,MO,MO09,12.0,15.0,,valid,MO-RE
806,2022-03-21,2022-10-24,10.874319,44.72974,MO,MO02,12.0,20.0,,valid,MO-RE
885,2022-03-21,2022-10-24,12.2677576,44.1688282,FC,FC24,12.0,15.0,,valid,FC-RA-RN
868,2022-03-21,2022-10-24,12.3805762,44.1641651,FC,FC07,12.0,8.0,,valid,FC-RA-RN
880,2022-03-21,2022-10-24,12.1390685,44.2121207,FC,FC19,12.0,2.0,,valid,FC-RA-RN
333,2021-02-22,2021-10-25,11.395742,44.81079,FE,FE36,9.0,22.0,,noisy,BO-FE
189,2020-04-19,2020-10-19,11.8769396,44.5424655,RA,RA06,6.0,,,valid,FC-RA-RN
712,2022-03-21,2022-10-24,11.9341323321528,44.2893596298125,RA,RA58,12.0,5.0,,valid,FC-RA-RN
695,2022-03-21,2022-10-24,11.820792,44.538303,RA,RA57,12.0,5.0,,valid,FC-RA-RN
770,2022-03-21,2022-10-24,11.441074,44.752227,BO,BO02,12.0,16.0,,valid,BO-FE
837,2022-03-21,2022-10-24,10.778298,44.786874,RE,MO33,12.0,24.0,,valid,MO-RE
661,2022-03-21,2022-10-24,11.8783651,44.5399568,RA,RA07,12.0,15.0,,invalid,FC-RA-RN
822,2022-03-21,2022-10-24,10.895965,44.577205,MO,MO18,12.0,3.0,,valid,MO-RE
846,2022-03-21,2022-10-24,10.066894,44.8397219,PR,MO42,12.0,15.0,,valid,OTHER
690,2022-03-21,2022-10-24,11.989569,44.389646,RA,RA36,12.0,8.0,,valid,FC-RA-RN
694,2022-03-21,2022-10-24,11.926939,44.379196,RA,RA40,12.0,10.0,,valid,FC-RA-RN
863,2022-03-21,2022-10-24,12.0425006,44.2777707,FC,FC02,12.0,30.0,,noisy,FC-RA-RN
818,2022-03-21,2022-10-24,10.956756,44.720953,MO,MO14,12.0,5.0,,valid,MO-RE
820,2022-03-21,2022-10-24,11.024016,44.705514,MO,MO16,12.0,16.0,,valid,MO-RE
679,2022-03-21,2022-10-24,11.9807420548753,44.2759995022885,RA,RA25,12.0,0.0,,noisy,FC-RA-RN
775,2022-03-21,2022-10-24,11.75529,44.336518,BO,BO07,12.0,12.0,,valid,FC-RA-RN
317,2021-02-22,2021-10-25,11.4247707,44.8039094,FE,FE20,9.0,2.0,,noisy,BO-FE
701,2022-03-21,2022-10-24,11.948326,44.386017,RA,RA47,12.0,1.0,,valid,FC-RA-RN
704,2022-03-21,2022-10-24,11.818067,44.530293,RA,RA50,12.0,30.0,,valid,FC-RA-RN
755,2022-03-21,2022-10-24,11.63323056,44.77216944,FE,FE40,12.0,8.0,,valid,BO-FE
692,2022-03-21,2022-10-24,11.990133,44.3812,RA,RA38,12.0,15.0,,valid,FC-RA-RN
865,2022-03-21,2022-10-24,12.1248209,44.2006937,FC,FC04,12.0,18.0,,valid,FC-RA-RN
809,2022-03-21,2022-10-24,11.231685,44.813565,MO,MO05,12.0,5.0,,valid,BO-FE
707,2022-03-21,2022-10-24,11.9210579,44.2590151,RA,RA53,12.0,3.0,,valid,FC-RA-RN
312,2021-02-22,2021-10-25,12.0028422,44.9689722,FE,FE15,9.0,5.0,,valid,BO-FE
903,2022-03-21,2022-10-24,9.784818,45.030782,PC,PC01,12.0,15.0,,valid,OTHER
683,2022-03-21,2022-10-24,12.0221849,44.333191,RA,RA29,12.0,5.0,,invalid,FC-RA-RN
685,2022-03-21,2022-10-24,11.863103,44.320536,RA,RA31,12.0,2.0,,valid,FC-RA-RN
693,2022-03-21,2022-10-24,11.782589,44.291228,RA,RA56,12.0,5.0,,valid,FC-RA-RN
821,2022-03-21,2022-10-24,10.860948,44.67877,MO,MO17,12.0,40.0,,valid,MO-RE
313,2021-02-22,2021-10-25,11.9341221,44.9637226,FE,FE16,9.0,0.0,,invalid,BO-FE
329,2021-02-22,2021-10-25,11.8882833,44.8326291,FE,FE32,9.0,0.0,,valid,BO-FE
709,2022-03-21,2022-10-24,11.993133,44.234286,FC,FC27,12.0,5.0,,valid,FC-RA-RN
708,2022-03-21,2022-10-24,11.8668484081801,44.2339532750005,RA,RA54,12.0,10.0,,noisy,FC-RA-RN
349,2021-02-22,2021-10-25,12.0425006,44.2777707,FC,FC02,9.0,20.0,,noisy,FC-RA-RN
831,2022-03-21,2022-10-24,10.7911711,44.7802725,RE,MO27,12.0,2.0,,valid,MO-RE
811,2022-03-21,2022-10-24,10.979105,44.580484,MO,MO07,12.0,30.0,,valid,MO-RE
691,2022-03-21,2022-10-24,11.994728,44.388905,RA,RA37,12.0,3.0,,valid,FC-RA-RN
702,2022-03-21,2022-10-24,11.8290119680867,44.2627635598939,RA,RA48,12.0,1.0,,noisy,FC-RA-RN
844,2022-03-21,2022-10-24,10.3600262,44.8755398,PR,MO40,12.0,5.0,,valid,OTHER
835,2022-03-21,2022-10-24,10.740957,44.758622,RE,MO31,12.0,8.0,,valid,MO-RE
826,2022-03-21,2022-10-24,10.990222,44.775181,MO,MO22,12.0,6.0,,valid,MO-RE
658,2022-03-21,2022-10-24,11.8739653006307,44.4908896973773,RA,RA04,12.0,5.0,,valid,FC-RA-RN
845,2022-03-21,2022-10-24,10.2112197,44.836502,PR,MO41,12.0,15.0,,valid,OTHER
778,2022-03-21,2022-10-24,11.447751,44.755979,BO,BO10,12.0,10.0,,valid,BO-FE
42,2020-04-19,2020-10-19,11.7247896,44.4381481,BO,BO19,6.0,,,valid,FC-RA-RN
715,2022-03-21,2022-10-24,11.8082863456884,44.3449061967277,RA,RA61,12.0,20.0,,valid,FC-RA-RN
862,2022-03-21,2022-10-24,12.016743,44.251545,FC,FC01,12.0,12.0,,valid,FC-RA-RN
713,2022-03-21,2022-10-24,11.9507961376495,44.2702865624408,RA,RA46,12.0,5.0,,invalid,FC-RA-RN
830,2022-03-21,2022-10-24,10.8495501,44.9006889,RE,MO26,12.0,16.0,,valid,MO-RE
840,2022-03-21,2022-10-24,11.030749,44.710539,MO,MO36,12.0,30.0,,valid,MO-RE
769,2022-03-21,2022-10-24,11.545205,44.648823,BO,BO01,12.0,8.0,,valid,BO-FE
904,2022-03-21,2022-10-24,9.729884,45.034522,PC,PC02,12.0,25.0,,valid,OTHER
311,2021-02-22,2021-10-25,11.8698468,44.8095546,FE,FE14,9.0,0.0,,invalid,BO-FE
888,2022-03-21,2022-10-24,11.9677578,44.2649718,RA,RA55,12.0,2.0,,valid,FC-RA-RN
810,2022-03-21,2022-10-24,11.330713,44.840268,MO,MO06,12.0,2.0,,valid,BO-FE
814,2022-03-21,2022-10-24,11.068011,44.831487,MO,MO10,12.0,16.0,,valid,MO-RE
754,2022-03-21,2022-10-24,11.59654444,44.71597222,FE,FE39,12.0,5.0,,valid,BO-FE
780,2022-03-21,2022-10-24,11.409847,44.759425,BO,BO12,12.0,7.0,,valid,BO-FE
668,2022-03-21,2022-10-24,12.039146,44.431495,RA,RA14,12.0,40.0,,noisy,FC-RA-RN
905,2022-03-21,2022-10-24,9.505617,45.017796,PC,PC03,12.0,25.0,,valid,OTHER
771,2022-03-21,2022-10-24,11.421705,44.725685,BO,BO03,12.0,9.0,,valid,BO-FE
864,2022-03-21,2022-10-24,12.006047,44.247429,FC,FC03,12.0,13.0,,valid,FC-RA-RN
884,2022-03-21,2022-10-24,12.0242133,44.2523146,FC,FC23,12.0,7.0,,valid,FC-RA-RN
824,2022-03-21,2022-10-24,11.090623,44.543234,MO,MO20,12.0,20.0,,valid,MO-RE
776,2022-03-21,2022-10-24,11.764268,44.383871,BO,BO08,12.0,3.0,,valid,FC-RA-RN
787,2022-03-21,2022-10-24,11.765036,44.387736,BO,BO19,12.0,5.0,,valid,FC-RA-RN
784,2022-03-21,2022-10-24,11.606577,44.365935,BO,BO16,12.0,40.0,,valid,FC-RA-RN
757,2022-03-21,2022-10-24,11.30200556,44.77083333,FE,FE42,12.0,4.0,,valid,BO-FE
773,2022-03-21,2022-10-24,11.661306,44.638632,BO,BO05,12.0,10.0,,valid,BO-FE
308,2021-02-22,2021-10-25,11.6331738,44.8378845,FE,FE11,9.0,25.0,,valid,BO-FE
808,2022-03-21,2022-10-24,11.028246,44.630873,MO,MO04,12.0,6.0,,valid,MO-RE
832,2022-03-21,2022-10-24,10.8138395,44.7152998,RE,MO28,12.0,5.0,,valid,MO-RE
772,2022-03-21,2022-10-24,11.39006,44.767018,BO,BO04,12.0,8.0,,valid,BO-FE
