togo_id,timestamp_assignment,timestamp_end,timestamp_completed,task_id,gid
9764,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-24 00:00:00.000,6,330
9753,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-24 00:00:00.000,6,315
9756,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-24 00:00:00.000,6,319
9746,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-22 00:00:00.000,6,305
9751,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-24 00:00:00.000,6,313
9761,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-25 00:00:00.000,6,326
9750,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-25 00:00:00.000,6,311
9745,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-25 00:00:00.000,6,307
9758,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-22 00:00:00.000,6,322
9757,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-22 00:00:00.000,6,321
9760,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-25 00:00:00.000,6,325
9766,2021-07-19 00:00:00.000,2021-07-25 23:59:59.000,2021-07-25 00:00:00.000,6,333
