gid,geometry,name,district,ms_id,monitoring_started,monitoring_ended
754,"""SRID=4326;POINT(11.59654444 44.71597222)""",FE39,FE,12,2022-03-21,2022-10-24
689,"""SRID=4326;POINT(11.999096 44.39211)""",RA35,RA,12,2022-03-21,2022-10-24
704,"""SRID=4326;POINT(11.818067 44.530293)""",RA50,RA,12,2022-03-21,2022-10-24
709,"""SRID=4326;POINT(11.993133 44.234286)""",FC27,FC,12,2022-03-21,2022-10-24
713,"""SRID=4326;POINT(11.9507961376495 44.2702865624408)""",RA46,RA,12,2022-03-21,2022-10-24
693,"""SRID=4326;POINT(11.782589 44.291228)""",RA56,RA,12,2022-03-21,2022-10-24
695,"""SRID=4326;POINT(11.820792 44.538303)""",RA57,RA,12,2022-03-21,2022-10-24
769,"""SRID=4326;POINT(11.545205 44.648823)""",BO01,BO,12,2022-03-21,2022-10-24
301,"""SRID=4326;POINT(11.5270873 44.8804115)""",FE04,FE,9,2021-02-22,2021-10-25
303,"""SRID=4326;POINT(11.6546345 44.8588477)""",FE06,FE,9,2021-02-22,2021-10-25
324,"""SRID=4326;POINT(11.764934 44.7496433)""",FE27,FE,9,2021-02-22,2021-10-25
705,"""SRID=4326;POINT(11.944468 44.240721)""",RA51,RA,12,2022-03-21,2022-10-24
706,"""SRID=4326;POINT(11.931591 44.243024)""",RA52,RA,12,2022-03-21,2022-10-24
707,"""SRID=4326;POINT(11.9210579 44.2590151)""",RA53,RA,12,2022-03-21,2022-10-24
702,"""SRID=4326;POINT(11.8290119680867 44.2627635598939)""",RA48,RA,12,2022-03-21,2022-10-24
741,"""SRID=4326;POINT(11.649626 44.7844171)""",FE26,FE,12,2022-03-21,2022-10-24
770,"""SRID=4326;POINT(11.441074 44.752227)""",BO02,BO,12,2022-03-21,2022-10-24
772,"""SRID=4326;POINT(11.39006 44.767018)""",BO04,BO,12,2022-03-21,2022-10-24
773,"""SRID=4326;POINT(11.661306 44.638632)""",BO05,BO,12,2022-03-21,2022-10-24
776,"""SRID=4326;POINT(11.764268 44.383871)""",BO08,BO,12,2022-03-21,2022-10-24
778,"""SRID=4326;POINT(11.447751 44.755979)""",BO10,BO,12,2022-03-21,2022-10-24
779,"""SRID=4326;POINT(11.604255 44.629948)""",BO11,BO,12,2022-03-21,2022-10-24
777,"""SRID=4326;POINT(11.6486319 44.372968)""",BO09,BO,12,2022-03-21,2022-10-24
784,"""SRID=4326;POINT(11.606577 44.365935)""",BO16,BO,12,2022-03-21,2022-10-24
774,"""SRID=4326;POINT(11.618671 44.616558)""",BO06,BO,12,2022-03-21,2022-10-24
263,"""SRID=4326;POINT(11.606579 44.365807)""",BO16,BO,9,2021-02-22,2021-10-25
264,"""SRID=4326;POINT(11.668875 44.358479)""",BO17,BO,9,2021-02-22,2021-10-25
266,"""SRID=4326;POINT(11.747944 44.432667)""",BO19,BO,9,2021-02-22,2021-10-25
255,"""SRID=4326;POINT(11.764253 44.383894)""",BO08,BO,9,2021-02-22,2021-10-25
352,"""SRID=4326;POINT(12.2946508 44.1148957)""",FC05,FC,9,2021-02-22,2021-10-25
350,"""SRID=4326;POINT(12.0060471986718 44.2470517591205)""",FC03,FC,9,2021-02-22,2021-10-25
348,"""SRID=4326;POINT(12.016743 44.251545)""",FC01,FC,9,2021-02-22,2021-10-25
355,"""SRID=4326;POINT(12.0431105 44.3932302)""",FC08,RA,9,2021-02-22,2021-10-25
308,"""SRID=4326;POINT(11.6331738 44.8378845)""",FE11,FE,9,2021-02-22,2021-10-25
300,"""SRID=4326;POINT(11.4915326 44.8799734)""",FE03,FE,9,2021-02-22,2021-10-25
302,"""SRID=4326;POINT(11.6734147 44.910694)""",FE05,FE,9,2021-02-22,2021-10-25
304,"""SRID=4326;POINT(12.0064286 44.9033685)""",FE07,FE,9,2021-02-22,2021-10-25
306,"""SRID=4326;POINT(11.5190763 44.8444582)""",FE09,FE,9,2021-02-22,2021-10-25
307,"""SRID=4326;POINT(11.8474108 44.835164)""",FE10,FE,9,2021-02-22,2021-10-25
305,"""SRID=4326;POINT(11.7580788 44.8300904)""",FE08,FE,9,2021-02-22,2021-10-25
298,"""SRID=4326;POINT(11.7591248 44.8808093)""",FE01,FE,9,2021-02-22,2021-10-25
309,"""SRID=4326;POINT(11.833951 44.695957)""",FE12,FE,9,2021-02-22,2021-10-25
310,"""SRID=4326;POINT(11.905123 44.676296)""",FE13,FE,9,2021-02-22,2021-10-25
311,"""SRID=4326;POINT(11.8698468 44.8095546)""",FE14,FE,9,2021-02-22,2021-10-25
313,"""SRID=4326;POINT(11.9341221 44.9637226)""",FE16,FE,9,2021-02-22,2021-10-25
353,"""SRID=4326;POINT(12.05532 44.253207)""",FC06,FC,9,2021-02-22,2021-10-25
315,"""SRID=4326;POINT(11.5998239 44.7847172)""",FE18,FE,9,2021-02-22,2021-10-25
317,"""SRID=4326;POINT(11.4247707 44.8039094)""",FE20,FE,9,2021-02-22,2021-10-25
318,"""SRID=4326;POINT(11.5412124 44.8539655)""",FE21,FE,9,2021-02-22,2021-10-25
319,"""SRID=4326;POINT(11.7371689 44.7230992)""",FE22,FE,9,2021-02-22,2021-10-25
321,"""SRID=4326;POINT(11.7898472 44.8232467)""",FE24,FE,9,2021-02-22,2021-10-25
322,"""SRID=4326;POINT(11.8167891 44.7996655)""",FE25,FE,9,2021-02-22,2021-10-25
323,"""SRID=4326;POINT(11.649626 44.7844171)""",FE26,FE,9,2021-02-22,2021-10-25
325,"""SRID=4326;POINT(11.6286317 44.7301027)""",FE28,FE,9,2021-02-22,2021-10-25
326,"""SRID=4326;POINT(11.8292023 44.84521)""",FE29,FE,9,2021-02-22,2021-10-25
327,"""SRID=4326;POINT(11.7053542 44.7355318)""",FE30,FE,9,2021-02-22,2021-10-25
329,"""SRID=4326;POINT(11.8882833 44.8326291)""",FE32,FE,9,2021-02-22,2021-10-25
330,"""SRID=4326;POINT(11.7901 44.840343)""",FE33,FE,9,2021-02-22,2021-10-25
331,"""SRID=4326;POINT(11.6874526 44.7461447)""",FE34,FE,9,2021-02-22,2021-10-25
333,"""SRID=4326;POINT(11.395742 44.81079)""",FE36,FE,9,2021-02-22,2021-10-25
334,"""SRID=4326;POINT(11.341047 44.792511)""",FE37,FE,9,2021-02-22,2021-10-25
335,"""SRID=4326;POINT(11.953247 44.899127)""",FE38,FE,9,2021-02-22,2021-10-25
364,"""SRID=4326;POINT(12.05723 44.252617)""",FC17,FC,9,2021-02-22,2021-10-25
366,"""SRID=4326;POINT(12.140276 44.212065)""",FC19,FC,9,2021-02-22,2021-10-25
363,"""SRID=4326;POINT(12.051341 44.36556)""",FC16,RA,9,2021-02-22,2021-10-25
373,"""SRID=4326;POINT(12.031483 44.268212)""",FC26,FC,9,2021-02-22,2021-10-25
361,"""SRID=4326;POINT(12.0363302 44.4462601)""",FC14,RA,9,2021-02-22,2021-10-25
359,"""SRID=4326;POINT(12.0800003 44.4080381)""",FC12,RA,9,2021-02-22,2021-10-25
360,"""SRID=4326;POINT(12.0200679 44.4855879)""",FC13,RA,9,2021-02-22,2021-10-25
357,"""SRID=4326;POINT(12.0263391 44.404618)""",FC10,RA,9,2021-02-22,2021-10-25
365,"""SRID=4326;POINT(12.057855 44.252381)""",FC18,FC,9,2021-02-22,2021-10-25
449,"""SRID=4326;POINT(11.9491988671799 44.4867359113199)""",RA02,RA,9,2021-02-22,2021-10-25
452,"""SRID=4326;POINT(12.0082071 44.5889244)""",RA05,FE,9,2021-02-22,2021-10-25
454,"""SRID=4326;POINT(11.8768511 44.5400016)""",RA07,RA,9,2021-02-22,2021-10-25
453,"""SRID=4326;POINT(11.8674307 44.5376775)""",RA06,RA,9,2021-02-22,2021-10-25
400,"""SRID=4326;POINT(11.115036 44.755434)""",MO03,MO,9,2021-02-22,2021-10-25
401,"""SRID=4326;POINT(11.0281686 44.6307747)""",MO04,MO,9,2021-02-22,2021-10-25
433,"""SRID=4326;POINT(11.030522 44.710548)""",MO36,MO,9,2021-02-22,2021-10-25
398,"""SRID=4326;POINT(11.055335 44.658671)""",MO01,MO,9,2021-02-22,2021-10-25
404,"""SRID=4326;POINT(10.9790928 44.5804986)""",MO07,MO,9,2021-02-22,2021-10-25
402,"""SRID=4326;POINT(11.231995 44.8135614)""",MO05,MO,9,2021-02-22,2021-10-25
427,"""SRID=4326;POINT(10.7141053164277 44.624272516763)""",MO30,RE,9,2021-02-22,2021-10-25
411,"""SRID=4326;POINT(10.9566924 44.720497)""",MO14,MO,9,2021-02-22,2021-10-25
412,"""SRID=4326;POINT(10.9636712 44.682249)""",MO15,MO,9,2021-02-22,2021-10-25
413,"""SRID=4326;POINT(11.0233567 44.7052368)""",MO16,MO,9,2021-02-22,2021-10-25
414,"""SRID=4326;POINT(10.8597191 44.6773164)""",MO17,MO,9,2021-02-22,2021-10-25
415,"""SRID=4326;POINT(10.8973211 44.5769359)""",MO18,MO,9,2021-02-22,2021-10-25
416,"""SRID=4326;POINT(10.815642 44.575414)""",MO19,MO,9,2021-02-22,2021-10-25
418,"""SRID=4326;POINT(11.0721866 44.6056604)""",MO21,MO,9,2021-02-22,2021-10-25
410,"""SRID=4326;POINT(10.96102 44.8364453)""",MO13,MO,9,2021-02-22,2021-10-25
426,"""SRID=4326;POINT(10.7050054706733 44.6136655938298)""",MO29,RE,9,2021-02-22,2021-10-25
425,"""SRID=4326;POINT(10.8137980476122 44.7153497720554)""",MO28,RE,9,2021-02-22,2021-10-25
428,"""SRID=4326;POINT(10.7416867674336 44.7584940315272)""",MO31,RE,9,2021-02-22,2021-10-25
429,"""SRID=4326;POINT(10.7605130318652 44.7697764868334)""",MO32,RE,9,2021-02-22,2021-10-25
430,"""SRID=4326;POINT(10.7774832430224 44.7869622896218)""",MO33,RE,9,2021-02-22,2021-10-25
424,"""SRID=4326;POINT(10.7898488544837 44.7790413804669)""",MO27,RE,9,2021-02-22,2021-10-25
431,"""SRID=4326;POINT(10.7930617544453 44.859014276832)""",MO34,RE,9,2021-02-22,2021-10-25
432,"""SRID=4326;POINT(10.8702457460139 44.8826401022529)""",MO35,RE,9,2021-02-22,2021-10-25
423,"""SRID=4326;POINT(10.849486263479 44.9008314405055)""",MO26,RE,9,2021-02-22,2021-10-25
437,"""SRID=4326;POINT(10.36123 44.87544)""",MO40,PR,9,2021-02-22,2021-10-25
439,"""SRID=4326;POINT(10.066753 44.839979)""",MO42,PR,9,2021-02-22,2021-10-25
417,"""SRID=4326;POINT(11.067372 44.552148)""",MO20,MO,9,2021-02-22,2021-10-25
457,"""SRID=4326;POINT(11.8761764597221 44.4348693552242)""",RA10,RA,9,2021-02-22,2021-10-25
479,"""SRID=4326;POINT(11.852219 44.324231)""",RA32,RA,9,2021-02-22,2021-10-25
482,"""SRID=4326;POINT(12.001069 44.393725)""",RA35,RA,9,2021-02-22,2021-10-25
490,"""SRID=4326;POINT(11.897228 44.254976)""",RA43,RA,9,2021-02-22,2021-10-25
351,"""SRID=4326;POINT(12.12395 44.200867)""",FC04,FC,9,2021-02-22,2021-10-25
483,"""SRID=4326;POINT(11.989947 44.390806)""",RA36,RA,9,2021-02-22,2021-10-25
481,"""SRID=4326;POINT(11.997529 44.405385)""",RA34,RA,9,2021-02-22,2021-10-25
476,"""SRID=4326;POINT(12.02254 44.3329967)""",RA29,RA,9,2021-02-22,2021-10-25
469,"""SRID=4326;POINT(11.8967564 44.3314097)""",RA22,RA,9,2021-02-22,2021-10-25
475,"""SRID=4326;POINT(11.951 44.3183367)""",RA28,RA,9,2021-02-22,2021-10-25
450,"""SRID=4326;POINT(11.9479935846593 44.4817716112393)""",RA03,RA,9,2021-02-22,2021-10-25
477,"""SRID=4326;POINT(11.8040878 44.3477732)""",RA30,RA,9,2021-02-22,2021-10-25
467,"""SRID=4326;POINT(11.8458972 44.3741432)""",RA20,RA,9,2021-02-22,2021-10-25
464,"""SRID=4326;POINT(11.9844142 44.3759389)""",RA17,RA,9,2021-02-22,2021-10-25
465,"""SRID=4326;POINT(12.0164253 44.3953074)""",RA18,RA,9,2021-02-22,2021-10-25
460,"""SRID=4326;POINT(11.7774886 44.5039369)""",RA13,RA,9,2021-02-22,2021-10-25
462,"""SRID=4326;POINT(11.9368473 44.2760729)""",RA15,RA,9,2021-02-22,2021-10-25
459,"""SRID=4326;POINT(11.8575539 44.4302849)""",RA12,RA,9,2021-02-22,2021-10-25
473,"""SRID=4326;POINT(11.8562059 44.3421912)""",RA26,RA,9,2021-02-22,2021-10-25
470,"""SRID=4326;POINT(11.87794 44.3105971)""",RA23,RA,9,2021-02-22,2021-10-25
458,"""SRID=4326;POINT(11.9287017 44.3995025)""",RA11,RA,9,2021-02-22,2021-10-25
472,"""SRID=4326;POINT(11.9808009546362 44.2759614391665)""",RA25,RA,9,2021-02-22,2021-10-25
461,"""SRID=4326;POINT(12.03882 44.43143)""",RA14,RA,9,2021-02-22,2021-10-25
478,"""SRID=4326;POINT(11.863125 44.320506)""",RA31,RA,9,2021-02-22,2021-10-25
463,"""SRID=4326;POINT(11.964822 44.322458)""",RA16,RA,9,2021-02-22,2021-10-25
484,"""SRID=4326;POINT(11.993472 44.3855)""",RA37,RA,9,2021-02-22,2021-10-25
491,"""SRID=4326;POINT(11.89692 44.254613)""",RA44,RA,9,2021-02-22,2021-10-25
493,"""SRID=4326;POINT(11.981098 44.273822)""",RA46,RA,9,2021-02-22,2021-10-25
492,"""SRID=4326;POINT(11.9777675 44.368545)""",RA45,RA,9,2021-02-22,2021-10-25
480,"""SRID=4326;POINT(11.9215892 44.4383246)""",RA33,RA,9,2021-02-22,2021-10-25
371,"""SRID=4326;POINT(12.2677576 44.1688282)""",FC24,FC,9,2021-02-22,2021-10-25
254,"""SRID=4326;POINT(11.7555065 44.3364715)""",BO07,BO,9,2021-02-22,2021-10-25
455,"""SRID=4326;POINT(11.8698354 44.4217921)""",RA08,RA,9,2021-02-22,2021-10-25
471,"""SRID=4326;POINT(11.8377626 44.2971944)""",RA24,RA,9,2021-02-22,2021-10-25
434,"""SRID=4326;POINT(10.857107 44.68216)""",MO37,MO,9,2021-02-22,2021-10-25
408,"""SRID=4326;POINT(10.9973832 44.8694494)""",MO11,MO,9,2021-02-22,2021-10-25
